Project_ID,Project_Name,Project_Type,Scope_Complexity,Estimated_Cost_USD,Resource_Allocation_Score,Risk_Assessment_Score,Environmental_Impact_Score,Historical_Cost_Deviation_%,Stakeholder_Priority_Score,Time_Estimate_Days,Feasibility_Label,Scope_Complexity_Numeric
P0287,Smart Solar Grid,Bridge,High,3688130,99,42,94,8.89,0.93,206,Feasible,3
P0288,Urban Flyover,Bridge,High,4674515,54,99,52,2.27,0.72,380,Borderline,3
P0289,Highway Expansion,Power Plant,Low,2579159,79,96,51,9.29,0.69,425,Borderline,1
P0290,Urban Flyover,Water Infra,Medium,1907317,73,87,83,7.17,0.87,416,Feasible,2
P0291,Smart Solar Grid,Power Plant,High,3485367,52,93,58,7.63,0.96,469,Feasible,3
P0292,Urban Flyover,Bridge,High,5515488,60,98,91,2.01,0.88,359,Feasible,3
P0293,Highway Expansion,Building,Medium,6665395,94,88,61,2.34,0.61,286,Not Feasible,2
P0294,Urban Flyover,Bridge,Medium,1668234,53,89,28,5.21,0.94,432,Feasible,2
P0295,Smart Solar Grid,Bridge,Medium,1378480,75,91,44,1.72,0.69,338,Not Feasible,2
P0296,Dam Reinforcement,Water Infra,Low,1791971,76,45,21,3.05,0.79,560,Borderline,1
P0297,Urban Flyover,Bridge,High,1501157,95,97,38,3.21,0.92,540,Feasible,3
P0298,Highway Expansion,Power Plant,Medium,5378727,92,44,39,1.6,0.59,510,Feasible,2
P0299,Smart Solar Grid,Road,Low,5124499,76,84,89,2.05,0.89,252,Not Feasible,1
P0300,Highway Expansion,Water Infra,Medium,3613501,91,64,36,7.89,0.8,326,Feasible,2
P0301,Highway Expansion,Water Infra,Medium,6946594,99,84,87,1.67,0.95,170,Feasible,2
P0302,Urban Flyover,Water Infra,Medium,6106799,55,43,22,0.28,0.59,225,Feasible,2
P0303,Highway Expansion,Bridge,High,3921944,64,78,70,6.29,0.71,511,Feasible,3
P0304,Urban Flyover,Water Infra,Medium,6980258,79,36,45,9.76,0.92,303,Feasible,2
P0305,Dam Reinforcement,Water Infra,High,5327576,91,59,75,3.31,0.51,320,Not Feasible,3
P0306,Highway Expansion,Power Plant,High,5962140,86,78,83,1.19,0.56,130,Feasible,3
P0307,Highway Expansion,Building,Low,4083153,86,45,27,5.7,1.0,373,Borderline,1
P0308,Highway Expansion,Power Plant,Low,3799487,91,80,56,9.06,0.64,269,Borderline,1
P0309,Industrial Complex,Power Plant,High,3904941,86,71,46,7.84,0.99,473,Feasible,3
P0310,Industrial Complex,Building,High,6320385,84,46,64,6.23,0.59,474,Feasible,3
P0311,Smart Solar Grid,Building,Medium,3100021,72,92,23,3.15,0.68,580,Not Feasible,2
P0312,Industrial Complex,Water Infra,Medium,5975778,55,74,56,5.42,0.88,514,Feasible,2
P0313,Smart Solar Grid,Power Plant,High,2360828,53,36,90,0.91,0.83,563,Borderline,3
P0314,Industrial Complex,Bridge,High,1618467,67,56,52,6.79,0.79,215,Feasible,3
P0315,Dam Reinforcement,Road,Medium,6333152,58,39,50,7.25,0.76,225,Not Feasible,2
P0316,Smart Solar Grid,Road,Medium,3135619,98,63,74,9.65,0.92,262,Not Feasible,2
P0317,Industrial Complex,Road,Medium,4955488,78,65,31,2.6,0.62,285,Feasible,2
P0318,Dam Reinforcement,Power Plant,Medium,6072148,62,54,30,0.18,0.72,120,Not Feasible,2
P0319,Industrial Complex,Building,Low,5674351,96,35,91,5.46,0.58,165,Not Feasible,1
P0320,Urban Flyover,Water Infra,Medium,2707923,66,53,51,7.07,0.8,361,Feasible,2
P0321,Urban Flyover,Water Infra,High,6301751,94,47,76,7.9,0.63,463,Feasible,3
P0322,Dam Reinforcement,Road,High,6134207,81,35,57,1.94,0.67,546,Borderline,3
P0323,Highway Expansion,Water Infra,Medium,1128391,97,58,79,2.62,0.74,397,Not Feasible,2
P0324,Highway Expansion,Bridge,Medium,2017026,71,54,38,5.13,0.51,122,Feasible,2
P0325,Urban Flyover,Bridge,High,6853584,53,84,75,3.31,0.55,261,Borderline,3
P0326,Urban Flyover,Building,High,5301754,54,75,33,8.61,0.84,505,Feasible,3
P0327,Highway Expansion,Water Infra,Low,3269042,86,53,52,4.74,0.71,180,Feasible,1
P0328,Smart Solar Grid,Power Plant,High,2983509,90,55,29,8.0,0.93,535,Feasible,3
P0329,Highway Expansion,Water Infra,High,1116381,98,57,99,5.81,0.85,413,Borderline,3
P0330,Industrial Complex,Power Plant,High,2521701,62,32,83,7.73,0.5,344,Feasible,3
P0331,Smart Solar Grid,Road,Low,2620197,83,67,83,3.33,0.81,421,Borderline,1
P0332,Industrial Complex,Power Plant,High,3231660,94,90,81,8.31,0.55,289,Feasible,3
P0333,Urban Flyover,Road,Medium,2778226,71,80,87,2.75,0.89,253,Not Feasible,2
P0334,Smart Solar Grid,Bridge,High,2199386,72,77,62,5.46,1.0,160,Feasible,3
P0335,Industrial Complex,Water Infra,High,4438618,52,50,99,2.14,0.77,350,Borderline,3
P0336,Industrial Complex,Building,Low,3014484,91,83,78,4.76,0.84,528,Not Feasible,1
P0337,Smart Solar Grid,Water Infra,Medium,3937629,83,85,71,3.18,0.62,345,Not Feasible,2
P0338,Dam Reinforcement,Road,High,3457184,81,88,38,2.67,0.72,258,Feasible,3
P0339,Highway Expansion,Water Infra,Low,4143963,94,80,40,9.67,0.93,229,Feasible,1
P0340,Industrial Complex,Building,High,5103022,98,49,41,1.6,0.58,416,Borderline,3
P0341,Highway Expansion,Road,Low,2418175,70,88,28,7.87,0.63,574,Feasible,1
P0342,Highway Expansion,Road,Low,4806688,95,38,28,9.84,0.72,176,Borderline,1
P0343,Urban Flyover,Building,Low,5924207,93,30,92,0.2,0.86,549,Feasible,1
P0344,Highway Expansion,Water Infra,Medium,4772962,70,58,46,6.99,0.69,242,Feasible,2
P0345,Industrial Complex,Building,Low,5191423,93,92,36,2.53,0.96,359,Not Feasible,1
P0346,Urban Flyover,Power Plant,High,5041776,60,85,63,0.4,0.55,205,Feasible,3
P0347,Smart Solar Grid,Bridge,Low,3727423,88,97,64,4.03,0.69,295,Feasible,1
P0348,Industrial Complex,Building,High,6709840,53,64,27,9.35,0.85,182,Feasible,3
P0349,Urban Flyover,Road,Medium,2760427,50,32,99,0.12,0.61,158,Feasible,2
P0350,Urban Flyover,Power Plant,Medium,5318427,77,36,37,5.88,0.83,257,Feasible,2
P0351,Highway Expansion,Bridge,Low,6130397,73,56,52,5.01,0.58,588,Feasible,1
P0352,Smart Solar Grid,Building,High,4451356,84,30,20,8.73,0.53,573,Not Feasible,3
P0353,Industrial Complex,Bridge,Medium,2131565,62,73,95,0.84,0.56,360,Not Feasible,2
P0354,Industrial Complex,Water Infra,Medium,4444084,96,70,25,6.82,0.96,568,Feasible,2
P0355,Highway Expansion,Road,Low,3927109,83,71,60,6.8,0.78,345,Not Feasible,1
P0356,Smart Solar Grid,Building,Low,5372578,60,62,74,6.69,0.9,562,Borderline,1
P0357,Industrial Complex,Road,Low,3509079,85,79,24,9.42,0.67,325,Feasible,1
P0358,Smart Solar Grid,Power Plant,High,3887004,66,92,78,8.23,0.8,283,Feasible,3
P0359,Industrial Complex,Power Plant,Low,2931760,84,66,99,0.42,0.75,146,Feasible,1
P0360,Highway Expansion,Bridge,Low,1131373,67,88,37,4.71,0.97,576,Borderline,1
P0361,Dam Reinforcement,Power Plant,High,1115294,89,77,68,3.98,0.87,302,Feasible,3
P0362,Industrial Complex,Power Plant,High,4132514,71,34,84,3.1,0.87,317,Not Feasible,3
P0363,Urban Flyover,Building,Low,5842611,73,77,73,4.51,0.52,598,Feasible,1
P0364,Urban Flyover,Road,High,5335868,68,32,80,3.84,0.77,456,Feasible,3
P0365,Dam Reinforcement,Bridge,High,2426388,86,76,27,4.32,0.73,556,Feasible,3
P0366,Industrial Complex,Power Plant,Low,4851424,88,91,22,9.79,0.96,226,Feasible,1
P0367,Urban Flyover,Road,High,3215167,70,43,44,0.89,0.63,563,Borderline,3
P0368,Urban Flyover,Water Infra,Low,4886402,57,92,88,9.22,0.63,308,Feasible,1
P0369,Industrial Complex,Building,Low,1689944,77,90,74,4.8,0.71,155,Not Feasible,1
P0370,Smart Solar Grid,Power Plant,High,1688105,54,60,59,6.24,0.62,204,Not Feasible,3
P0371,Industrial Complex,Power Plant,Low,3610910,66,46,69,8.3,0.56,274,Feasible,1
P0372,Smart Solar Grid,Power Plant,Medium,2989173,86,53,52,3.6,0.93,288,Feasible,2
P0373,Dam Reinforcement,Road,High,4080761,85,52,37,4.3,0.78,403,Feasible,3
P0374,Highway Expansion,Building,High,2414466,68,79,76,4.1,0.93,391,Feasible,3
P0375,Dam Reinforcement,Building,High,1445101,76,99,35,3.75,0.92,154,Feasible,3
P0376,Highway Expansion,Road,Low,6246894,83,56,99,9.26,0.64,539,Feasible,1
P0377,Urban Flyover,Bridge,Low,6260950,60,44,57,8.29,0.77,303,Feasible,1
P0378,Urban Flyover,Building,High,2105534,94,79,60,1.09,0.54,218,Not Feasible,3
P0379,Urban Flyover,Road,Low,4227802,96,65,26,1.08,0.96,356,Not Feasible,1
P0380,Smart Solar Grid,Road,Medium,2583593,61,37,97,4.28,0.7,522,Feasible,2
P0381,Highway Expansion,Power Plant,Medium,2803649,70,32,72,0.99,0.7,560,Feasible,2
P0382,Urban Flyover,Road,Medium,2224665,60,91,82,6.19,0.65,588,Feasible,2
P0383,Industrial Complex,Power Plant,High,3294544,88,76,51,1.44,0.73,241,Feasible,3
P0384,Highway Expansion,Water Infra,Low,5353127,77,90,57,5.22,0.63,536,Not Feasible,1
P0385,Highway Expansion,Road,High,6635882,54,61,41,0.07,0.69,142,Feasible,3
P0386,Smart Solar Grid,Building,Medium,1498863,66,42,35,3.17,0.9,494,Not Feasible,2
P0387,Dam Reinforcement,Power Plant,Medium,1367654,69,30,71,6.77,0.92,182,Not Feasible,2
P0388,Smart Solar Grid,Water Infra,Medium,3676188,90,63,48,4.84,0.65,445,Not Feasible,2
P0389,Urban Flyover,Bridge,High,4295990,95,91,35,9.78,0.73,599,Not Feasible,3
P0390,Industrial Complex,Bridge,High,2492785,61,60,95,8.74,0.94,269,Not Feasible,3
P0391,Industrial Complex,Bridge,Medium,1797079,55,93,36,3.59,0.53,314,Borderline,2
P0392,Urban Flyover,Power Plant,Medium,5858380,66,54,83,0.45,0.94,199,Feasible,2
P0393,Industrial Complex,Road,Low,6491590,68,67,32,8.46,0.61,434,Feasible,1
P0394,Smart Solar Grid,Power Plant,Low,5042787,75,43,91,9.11,0.84,272,Feasible,1
P0395,Smart Solar Grid,Bridge,Medium,4928083,97,37,75,8.21,0.79,136,Feasible,2
P0396,Urban Flyover,Road,Low,3699015,93,83,24,1.28,0.78,158,Not Feasible,1
P0397,Industrial Complex,Water Infra,Medium,4414527,93,31,31,9.98,0.93,452,Not Feasible,2
P0398,Highway Expansion,Bridge,Medium,2286125,81,85,60,2.59,0.55,467,Borderline,2
P0399,Dam Reinforcement,Building,Medium,4740047,55,90,22,7.24,0.67,578,Feasible,2
P0400,Highway Expansion,Road,Low,6727179,85,51,52,9.08,0.77,321,Feasible,1
P0401,Smart Solar Grid,Power Plant,Medium,1448982,87,64,69,2.36,0.91,542,Feasible,2
P0402,Smart Solar Grid,Power Plant,Medium,2172622,60,45,75,9.08,0.61,399,Feasible,2
P0403,Smart Solar Grid,Building,Low,3503771,82,79,28,3.09,0.9,541,Borderline,1
P0404,Smart Solar Grid,Power Plant,Medium,4177825,73,72,69,9.76,0.7,207,Feasible,2
P0405,Dam Reinforcement,Building,Low,1996161,72,46,48,2.81,0.59,584,Feasible,1
P0406,Urban Flyover,Bridge,Medium,5183839,64,87,58,9.53,0.88,560,Not Feasible,2
P0407,Smart Solar Grid,Bridge,Low,1666326,76,31,64,0.54,0.55,419,Feasible,1
P0408,Industrial Complex,Power Plant,High,1649150,60,33,36,7.09,0.76,411,Borderline,3
P0409,Dam Reinforcement,Road,Medium,4375957,99,68,75,5.32,0.53,474,Not Feasible,2
P0410,Smart Solar Grid,Power Plant,Low,1118834,66,35,65,4.78,0.68,189,Not Feasible,1
P0411,Industrial Complex,Bridge,High,4239576,63,98,86,2.23,0.8,497,Feasible,3
P0412,Smart Solar Grid,Road,Medium,4198649,76,98,88,7.06,0.78,243,Feasible,2
P0413,Urban Flyover,Building,Low,6893309,67,49,33,1.91,0.7,199,Feasible,1
P0414,Dam Reinforcement,Bridge,Low,6948540,77,93,86,5.53,0.71,164,Feasible,1
P0415,Urban Flyover,Building,High,5479125,96,45,42,2.53,0.61,595,Feasible,3
P0416,Dam Reinforcement,Water Infra,Medium,5249913,96,80,80,9.56,0.73,352,Feasible,2
P0417,Smart Solar Grid,Road,Low,5422201,53,66,42,0.29,0.98,599,Feasible,1
P0418,Smart Solar Grid,Bridge,High,6168469,56,98,46,2.0,0.93,273,Feasible,3
P0419,Dam Reinforcement,Building,High,2079600,94,71,73,2.42,0.57,514,Feasible,3
P0420,Industrial Complex,Building,Low,2025715,84,86,29,4.14,0.51,299,Borderline,1
P0421,Industrial Complex,Building,Medium,2438533,97,95,96,2.33,0.97,528,Feasible,2
P0422,Smart Solar Grid,Power Plant,High,3281230,58,38,35,4.91,0.76,150,Feasible,3
P0423,Smart Solar Grid,Power Plant,Medium,4503157,57,93,60,8.72,0.77,204,Feasible,2
P0424,Urban Flyover,Water Infra,Low,1461243,94,51,74,7.12,0.89,164,Feasible,1
P0425,Smart Solar Grid,Water Infra,Low,3058852,66,63,80,5.8,0.66,490,Feasible,1
P0426,Dam Reinforcement,Building,Low,4259360,66,84,68,0.89,0.74,442,Feasible,1
P0427,Industrial Complex,Power Plant,Low,2985588,98,58,92,6.94,0.98,451,Feasible,1
P0428,Industrial Complex,Road,High,1251451,82,67,71,1.66,0.84,362,Feasible,3
P0429,Urban Flyover,Road,High,5197355,81,47,21,7.86,0.58,159,Feasible,3
P0430,Industrial Complex,Building,Medium,2752683,57,94,69,2.5,0.57,549,Not Feasible,2
P0431,Industrial Complex,Power Plant,Medium,2004646,68,30,62,4.17,0.6,301,Not Feasible,2
P0432,Highway Expansion,Road,Low,6854403,87,33,96,3.5,0.88,416,Feasible,1
P0433,Dam Reinforcement,Power Plant,Medium,1971525,52,33,27,8.59,0.65,592,Feasible,2
P0434,Highway Expansion,Water Infra,Low,4867500,54,56,78,1.27,0.51,495,Feasible,1
P0435,Industrial Complex,Building,High,5383711,62,72,84,5.66,0.97,200,Feasible,3
P0436,Urban Flyover,Building,High,1449395,96,88,31,1.42,0.58,157,Feasible,3
P0437,Urban Flyover,Power Plant,Low,6143901,95,61,23,7.05,0.5,475,Borderline,1
P0438,Industrial Complex,Power Plant,Low,2260386,80,62,96,9.05,0.62,539,Feasible,1
P0439,Smart Solar Grid,Bridge,High,4054390,65,57,60,4.35,0.62,586,Feasible,3
P0440,Highway Expansion,Road,Medium,6337356,99,84,26,4.88,0.71,547,Borderline,2
P0441,Industrial Complex,Water Infra,Medium,4379569,81,89,88,9.27,0.96,176,Borderline,2
P0442,Urban Flyover,Road,Low,3900603,71,99,88,5.21,0.94,441,Feasible,1
P0443,Urban Flyover,Bridge,High,3967197,78,91,49,4.88,0.73,584,Borderline,3
P0444,Highway Expansion,Power Plant,Medium,1222866,71,63,92,5.78,0.71,149,Feasible,2
P0445,Dam Reinforcement,Road,Medium,2135248,92,85,25,6.89,0.78,385,Borderline,2
P0446,Industrial Complex,Building,High,2646711,52,42,38,1.07,0.62,346,Not Feasible,3
P0447,Industrial Complex,Road,Low,6587774,59,85,99,8.21,0.53,436,Not Feasible,1
P0448,Dam Reinforcement,Power Plant,High,2423286,91,47,85,4.36,0.97,566,Borderline,3
P0449,Highway Expansion,Road,High,4695961,70,83,29,0.72,0.59,411,Not Feasible,3
P0450,Highway Expansion,Bridge,Medium,4177945,65,72,35,7.86,0.6,173,Feasible,2
P0451,Urban Flyover,Water Infra,Medium,4413821,61,68,56,3.77,0.74,216,Not Feasible,2
P0452,Dam Reinforcement,Power Plant,Medium,1183062,51,90,98,1.0,0.75,568,Borderline,2
P0453,Highway Expansion,Building,Medium,3491518,90,71,96,6.34,0.51,585,Feasible,2
P0454,Smart Solar Grid,Bridge,High,3841992,73,47,96,8.8,0.57,123,Borderline,3
P0455,Industrial Complex,Power Plant,Low,5294539,84,52,51,8.88,0.69,558,Feasible,1
P0456,Urban Flyover,Building,High,4220468,79,83,66,9.58,0.84,429,Feasible,3
P0457,Dam Reinforcement,Building,Low,5944505,79,59,91,8.68,0.61,486,Not Feasible,1
P0458,Urban Flyover,Power Plant,Low,1803328,96,87,62,0.02,0.71,210,Feasible,1
P0459,Highway Expansion,Bridge,Medium,5062958,84,97,55,3.8,0.78,208,Feasible,2
P0460,Highway Expansion,Building,High,2043233,68,96,45,8.19,0.94,439,Not Feasible,3
P0461,Smart Solar Grid,Water Infra,Medium,2711741,99,47,29,3.66,0.66,494,Feasible,2
P0462,Industrial Complex,Bridge,Low,1529525,57,36,50,6.02,0.57,211,Feasible,1
P0463,Dam Reinforcement,Building,High,6262936,75,69,48,6.06,0.74,269,Borderline,3
P0464,Urban Flyover,Power Plant,High,1176615,98,99,24,3.65,0.87,353,Feasible,3
P0465,Industrial Complex,Power Plant,Medium,5381932,89,94,96,9.04,0.55,528,Not Feasible,2
P0466,Highway Expansion,Bridge,Medium,3735988,56,97,20,5.03,0.71,456,Borderline,2
P0467,Industrial Complex,Building,High,5601020,79,78,22,4.65,0.51,178,Feasible,3
P0468,Urban Flyover,Building,Medium,4699391,56,81,86,9.98,0.52,304,Not Feasible,2
P0469,Industrial Complex,Bridge,Medium,1541252,52,58,90,4.94,0.74,557,Not Feasible,2
P0470,Highway Expansion,Bridge,Low,2686293,50,50,54,1.78,0.65,163,Not Feasible,1
P0471,Industrial Complex,Bridge,High,4612610,85,38,34,5.13,0.92,299,Feasible,3
P0472,Dam Reinforcement,Water Infra,High,3164367,74,76,86,8.14,0.8,195,Feasible,3
P0473,Industrial Complex,Water Infra,Low,2904050,86,71,49,7.77,0.73,263,Feasible,1
P0474,Dam Reinforcement,Water Infra,Medium,1144356,50,80,94,7.89,0.7,220,Feasible,2
P0475,Industrial Complex,Power Plant,High,5398165,64,85,62,7.08,0.75,500,Feasible,3
P0476,Highway Expansion,Water Infra,Medium,4099320,86,80,79,2.54,0.52,391,Feasible,2
P0477,Smart Solar Grid,Water Infra,Low,1355612,62,99,59,8.62,0.95,584,Borderline,1
P0478,Smart Solar Grid,Water Infra,Medium,4600333,89,49,84,8.93,1.0,174,Feasible,2
P0479,Dam Reinforcement,Building,Medium,1009435,57,56,48,1.94,0.59,308,Borderline,2
P0480,Dam Reinforcement,Road,High,5641860,54,67,93,1.3,0.56,470,Not Feasible,3
P0481,Smart Solar Grid,Water Infra,Low,2748014,58,94,38,9.76,0.57,454,Feasible,1
P0482,Highway Expansion,Bridge,Low,4721309,50,83,22,8.68,0.83,196,Feasible,1
P0483,Highway Expansion,Water Infra,High,5273085,85,53,55,8.93,0.83,415,Not Feasible,3
P0484,Industrial Complex,Road,Low,3288627,84,76,62,8.86,0.92,338,Not Feasible,1
P0485,Dam Reinforcement,Power Plant,Medium,1764121,51,92,34,5.42,0.88,396,Feasible,2
P0486,Highway Expansion,Power Plant,High,6933487,89,86,60,6.46,0.72,185,Borderline,3
P0487,Urban Flyover,Water Infra,Low,2169748,72,84,99,5.45,0.81,255,Not Feasible,1
P0488,Industrial Complex,Bridge,Medium,4502630,58,89,55,0.51,0.84,353,Feasible,2
P0489,Industrial Complex,Bridge,High,3582115,83,91,96,7.46,0.76,318,Feasible,3
P0490,Smart Solar Grid,Building,Medium,6698848,95,59,52,5.05,0.74,385,Not Feasible,2
P0491,Dam Reinforcement,Bridge,Low,2107677,63,51,24,6.48,0.82,560,Feasible,1
P0492,Highway Expansion,Building,High,6738852,53,58,97,5.03,0.78,507,Feasible,3
P0493,Highway Expansion,Building,High,1288790,79,70,33,4.92,0.82,162,Feasible,3
P0494,Industrial Complex,Bridge,Medium,6084921,80,71,87,1.72,0.81,480,Borderline,2
P0495,Dam Reinforcement,Bridge,Medium,3644489,87,94,66,2.79,0.86,347,Not Feasible,2
P0496,Dam Reinforcement,Building,Low,2408836,60,60,73,1.59,0.82,346,Feasible,1
P0497,Dam Reinforcement,Power Plant,High,2641249,84,59,23,1.96,0.76,182,Not Feasible,3
P0498,Smart Solar Grid,Water Infra,Medium,5844723,57,47,28,9.73,0.84,290,Not Feasible,2
P0499,Highway Expansion,Power Plant,High,4693305,52,46,72,1.53,0.72,570,Not Feasible,3
P0500,Dam Reinforcement,Bridge,Low,6081529,63,67,96,2.69,0.62,369,Feasible,1
P0501,Smart Solar Grid,Road,Low,5466271,62,43,97,5.91,0.5,457,Feasible,1
P0502,Urban Flyover,Bridge,Low,5385536,94,85,79,6.1,0.78,369,Feasible,1
P0503,Industrial Complex,Building,Low,2352695,81,51,65,1.54,0.8,426,Feasible,1
P0504,Highway Expansion,Road,Low,3106692,83,96,73,7.94,0.99,357,Borderline,1
P0505,Highway Expansion,Road,High,2589228,94,85,93,7.85,0.68,175,Feasible,3
P0506,Industrial Complex,Water Infra,High,4543555,68,48,56,2.37,0.7,290,Feasible,3
P0507,Urban Flyover,Bridge,Low,3649103,87,86,42,2.89,0.6,527,Not Feasible,1
P0508,Smart Solar Grid,Water Infra,Medium,2100567,65,73,46,9.38,0.54,599,Feasible,2
P0509,Industrial Complex,Power Plant,Medium,3285903,51,64,89,8.26,0.89,153,Feasible,2
P0510,Smart Solar Grid,Road,Low,4832065,89,30,85,6.98,0.62,434,Feasible,1
P0511,Smart Solar Grid,Water Infra,High,5813296,66,81,80,0.82,0.8,249,Feasible,3
P0512,Smart Solar Grid,Power Plant,High,1049115,83,99,96,4.18,0.84,249,Not Feasible,3
P0513,Urban Flyover,Bridge,Medium,4337690,91,66,70,5.59,0.74,513,Borderline,2
P0514,Urban Flyover,Bridge,Medium,1721747,65,94,69,1.87,0.94,270,Feasible,2
P0515,Smart Solar Grid,Building,High,6392023,87,80,38,4.48,0.72,262,Feasible,3
P0516,Dam Reinforcement,Power Plant,Medium,6957515,51,30,20,6.01,0.64,237,Not Feasible,2
P0517,Highway Expansion,Power Plant,Low,5730530,51,50,59,3.27,0.95,323,Feasible,1
P0518,Urban Flyover,Water Infra,Low,4049851,75,82,51,7.81,0.93,503,Not Feasible,1
P0519,Dam Reinforcement,Road,Medium,6246880,62,45,41,8.4,0.58,354,Feasible,2
P0520,Dam Reinforcement,Road,Low,3823100,96,90,85,3.24,0.51,136,Feasible,1
P0521,Highway Expansion,Building,Medium,3984626,80,83,59,8.39,0.54,201,Feasible,2
P0522,Smart Solar Grid,Building,High,2404330,83,69,57,1.04,0.64,133,Feasible,3
P0523,Dam Reinforcement,Building,Low,1251492,88,55,67,8.38,0.99,200,Feasible,1
P0524,Dam Reinforcement,Power Plant,Medium,5035851,52,94,74,1.53,0.78,326,Not Feasible,2
P0525,Dam Reinforcement,Bridge,Low,6742402,57,93,94,0.83,0.69,323,Feasible,1
P0526,Smart Solar Grid,Bridge,Low,1491072,72,72,74,6.42,0.94,498,Not Feasible,1
P0527,Smart Solar Grid,Water Infra,High,2086880,63,46,70,4.72,0.73,391,Feasible,3
P0528,Urban Flyover,Road,High,5699303,76,88,79,9.08,0.66,151,Borderline,3
P0529,Urban Flyover,Road,High,5525897,78,52,27,3.63,0.97,142,Feasible,3
P0530,Dam Reinforcement,Water Infra,Medium,3055723,88,36,87,2.87,0.92,221,Feasible,2
P0531,Smart Solar Grid,Power Plant,High,3248988,88,73,94,5.01,0.92,281,Feasible,3
P0532,Smart Solar Grid,Bridge,High,5303244,50,82,91,4.56,0.76,217,Feasible,3
P0533,Highway Expansion,Building,Low,6019230,66,63,28,3.44,0.89,263,Not Feasible,1
P0534,Dam Reinforcement,Bridge,High,2314093,90,75,21,6.94,0.59,537,Not Feasible,3
P0535,Urban Flyover,Water Infra,High,3764673,79,97,99,7.6,0.79,223,Not Feasible,3
P0536,Highway Expansion,Bridge,Low,3976242,62,45,89,8.53,0.99,501,Not Feasible,1
P0537,Smart Solar Grid,Building,Low,5580081,70,48,78,9.73,0.65,574,Feasible,1
P0538,Urban Flyover,Road,Low,6867554,68,31,38,2.67,0.9,536,Feasible,1
P0539,Dam Reinforcement,Water Infra,High,3648790,68,39,47,7.16,0.75,443,Borderline,3
P0540,Smart Solar Grid,Power Plant,Low,4763024,74,79,91,3.94,0.52,290,Not Feasible,1
P0541,Dam Reinforcement,Bridge,Medium,3646791,71,41,33,6.77,0.88,183,Borderline,2
P0542,Highway Expansion,Bridge,High,3710108,80,99,43,4.76,0.58,363,Feasible,3
P0543,Highway Expansion,Power Plant,Low,5833177,66,51,63,9.94,0.82,190,Feasible,1
P0544,Highway Expansion,Power Plant,Medium,4353597,72,61,75,7.29,0.54,393,Not Feasible,2
P0545,Industrial Complex,Building,High,1065953,81,30,70,9.52,0.97,571,Feasible,3
P0546,Dam Reinforcement,Bridge,Low,4989618,59,83,51,8.35,0.65,488,Feasible,1
P0547,Highway Expansion,Water Infra,Low,3597480,59,87,69,9.03,0.61,244,Feasible,1
P0548,Highway Expansion,Bridge,High,5197571,85,99,60,8.14,0.56,502,Feasible,3
P0549,Dam Reinforcement,Building,High,3922097,57,47,85,4.59,0.97,436,Not Feasible,3
P0550,Highway Expansion,Water Infra,Low,1157164,69,35,44,2.52,0.86,450,Feasible,1
P0551,Dam Reinforcement,Water Infra,Low,5729930,81,74,80,3.7,0.87,226,Feasible,1
P0552,Smart Solar Grid,Water Infra,Low,3228636,99,52,85,0.2,0.75,267,Feasible,1
P0553,Dam Reinforcement,Building,High,1531831,63,52,61,5.24,0.74,514,Feasible,3
P0554,Dam Reinforcement,Bridge,Low,3989475,99,55,84,5.05,0.56,582,Feasible,1
P0555,Industrial Complex,Road,Medium,4206420,77,36,55,5.25,0.78,549,Feasible,2
P0556,Smart Solar Grid,Water Infra,Low,4365884,95,73,95,9.74,0.62,311,Feasible,1
